Subject,Section,Sub-subject,Correct sentence,Wrong sentence,Label,URL
De constituent,18.5.4.1.ii,Weglaatbaarheid van te bij infinitieven,Ondanks alle bedreigingen bleef hij de waarheid durven zeggen.,"Als je nu nog heel even blijft staan te wachten, dan ga ik zo met je mee.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805040102lingtopic
De constituent,18.5.4.1.ii,Weglaatbaarheid van te bij infinitieven,"Als je nu nog heel even blijft staan wachten, dan ga ik zo met je mee.",Ik hoop dat jullie niet opnieuw gaan liggen te zeuren.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805040102lingtopic
De constituent,18.5.4.1.ii,Weglaatbaarheid van te bij infinitieven,Ik hoop dat jullie niet opnieuw gaan liggen zeuren.,Mag ik nog heel even blijven liggen te lezen?,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805040102lingtopic
De constituent,18.5.4.1.ii,Weglaatbaarheid van te bij infinitieven,Mag ik nog heel even blijven liggen lezen?,We waren bang dat we uren zouden moeten lopen te zoeken.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805040102lingtopic
De constituent,18.5.4.2,"Liggen , zitten , hangen (onovergankelijk), staan , lopen",Ton heeft de hele middag aan zijn bureau zitten (te) werken.,Ton heeft de hele middag gezeten aan zijn bureau (te) werken.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050402lingtopic
De constituent,18.5.4.2,"Liggen , zitten , hangen (onovergankelijk), staan , lopen",De was heeft de hele middag aan de lijn hangen te drogen.,De was heeft de hele middag aan de lijn hangen drogen.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans18050402lingtopic
De constituent,18.5.4.2,"Liggen , zitten , hangen (onovergankelijk), staan , lopen",De was bleef de hele middag aan de lijn hangen te drogen.,De was bleef de hele middag aan de lijn hangen drogen.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans18050402lingtopic
De constituent,18.5.4.2,"Liggen , zitten , hangen (onovergankelijk), staan , lopen",De appels hebben al een maand aan de boom hangen te rotten.,De appels hebben al een maand aan de boom te rotten gehangen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050402lingtopic
De constituent,18.5.4.2,"Liggen , zitten , hangen (onovergankelijk), staan , lopen",NA,Ze hebben over het hekje hangen te praten.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans18050402lingtopic
De constituent,18.5.4.2,"Liggen , zitten , hangen (onovergankelijk), staan , lopen",NA,Ze hebben over het hekje te praten gehangen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050402lingtopic
De constituent,18.5.4.3.i,Inleiding,Ze zijn in Groningen blijven/gaan/komen wonen.,Ze zijn gebleven/gegaan/gekomen in Groningen wonen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805040301lingtopic
De constituent,18.5.4.3.iii,Gaan,Volgend jaar hebben we een nieuwe burgemeester.,Volgend jaar gaan we een nieuwe burgemeester hebben.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805040303lingtopic
De constituent,18.5.4.3.iii,Gaan,Op 29 januari 1998 heeft het ruimteschip de dampkring van de planeet bereikt.,Op 29 januari 1998 gaat het ruimteschip de dampkring van de planeet bereikt hebben.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805040303lingtopic
De constituent,18.5.4.3.iii,Gaan,Aanstaande zaterdag ben ik niet thuis.,Aanstaande zaterdag ga ik niet thuis zijn.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805040303lingtopic
De constituent,18.5.4.3.iii,Gaan,Over tien jaar is Kees een volwassen man.,Over tien jaar gaat Kees een volwassen man zijn.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805040303lingtopic
De constituent,18.5.4.3.iii,Gaan,Dit boek is over ruim een jaar voltooid.,Dit boek gaat over ruim een jaar voltooid zijn.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805040303lingtopic
De constituent,18.5.4.3.iii,Gaan,"Ik ben verhinderd, dus ik ga niet mee.","Ik ben verhinderd, dus ik ga niet meegaan.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805040303lingtopic
De constituent,18.5.4.3.iii,Gaan,"Als hij zo doorgaat, vergaat het hem nog eens heel slecht.","Als hij zo doorgaat, gaat het hem nog eens heel slecht vergaan.",regionaal,https://e-ans.ivdnt.org/topics/pid/ans1805040303lingtopic
De constituent,18.5.4.3.iii,Gaan,We moeten volgend jaar twee miljoen bezuinigen.,We gaan volgend jaar twee miljoen moeten bezuinigen.,regionaal,https://e-ans.ivdnt.org/topics/pid/ans1805040303lingtopic
De constituent,18.5.4.3.iii,Gaan,Daarom kan ik deze begroting nooit verdedigen.,Daarom ga ik deze begroting nooit kunnen verdedigen.,regionaal,https://e-ans.ivdnt.org/topics/pid/ans1805040303lingtopic
De constituent,18.5.4.3.iii,Gaan,"Als je hem zo bang maakt, durft hij helemaal niets te zeggen.","Als je hem zo bang maakt, gaat hij helemaal niets durven zeggen.",regionaal,https://e-ans.ivdnt.org/topics/pid/ans1805040303lingtopic
De constituent,18.5.4.3.iii,Gaan,Om de investeringen te financieren zal de maatschappij een ruimer beroep gaan doen op de kapitaalmarkt.,Om de investeringen te financieren gaat de maatschappij een ruimer beroep zullen doen op de kapitaalmarkt.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805040303lingtopic
De constituent,18.5.4.3.iii,Gaan,Om de investeringen te financieren zal de maatschappij een lening gaan sluiten van twee miljoen.,Om de investeringen te financieren gaat de maatschappij een lening zullen sluiten van twee miljoen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805040303lingtopic
De constituent,18.5.4.3.iv.b,Komen met een infinitief met te,Ik probeerde het te weten te komen.,Ik probeerde het te weten komen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans180504030402lingtopic
De constituent,18.5.4.3.iv.b,Komen met een infinitief met te,Die afwachtende houding dreigt de EG duur te staan te komen.,Die afwachtende houding dreigt de EG duur te staan komen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans180504030402lingtopic
De constituent,18.5.4.4.i,Inleiding,Ik weet dat Jan op maandag wel verhinderd kan zijn.,Ik weet dat Jan kan op maandag wel verhinderd zijn.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805040401lingtopic
De constituent,18.5.4.4.i,Inleiding,Ik weet dat Jan op maandag niet kan komen.,Ik weet dat Jan kan op maandag niet komen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805040401lingtopic
De constituent,18.5.4.4.i,Inleiding,"Als ik geld gehad had, zou ik op reis gegaan zijn.","Als ik geld gehad had, had ik op reis zullen gaan.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805040401lingtopic
De constituent,18.5.4.4.ii.b,Moeten,NA,"Moest ik ziek worden, zoek dan een vervanger.",regionaal,https://e-ans.ivdnt.org/topics/pid/ans180504040202lingtopic
De constituent,18.5.4.4.ii.b,Moeten,NA,"Als ik ziek moest worden, zoek dan een vervanger.",regionaal,https://e-ans.ivdnt.org/topics/pid/ans180504040202lingtopic
De constituent,18.5.4.4.ii.d,Mogen,"Als je toevallig in de buurt mocht zijn, kom dan gerust eens langs.",We geven u alvast enkele tips voor mocht u naar Corsica met vakantie gaan.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans180504040204lingtopic
De constituent,18.5.4.4.ii.d,Mogen,"Word ik ziek, zoek dan een vervanger.","Mocht het niet geregend hebben, dan zou de snelheid hoger gelegen hebben.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans180504040204lingtopic
De constituent,18.5.4.4.ii.d,Mogen,"Had het niet geregend, dan zou de snelheid hoger gelegen hebben.","Mocht ik groter zijn, dan zou ik over de schouders heen kunnen kijken.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans180504040204lingtopic
De constituent,18.5.4.4.ii.d,Mogen,"Als u naar Corsica met vakantie mocht gaan, dan geven we u alvast enkel tips.","Mocht je van die ladder vallen, dan breek je je nek.",twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans180504040204lingtopic
De constituent,18.5.4.4.ii.d,Mogen,"Als je van die ladder valt, breek je je nek.","Het zou veel mooier zijn, mochten ze in de zomer trouwen.",twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans180504040204lingtopic
De constituent,18.5.4.4.ii.d,Mogen,Het zou veel mooier zijn als ze in de zomer zouden trouwen.,"Mocht het bestand niet nageleefd worden, dan zal de geloofwaardigheid van beide partijen opnieuw een zware klap krijgen.",twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans180504040204lingtopic
De constituent,18.5.4.4.ii.d,Mogen,"Als het bestand niet nageleefd wordt, dan zal de geloofwaardigheid van beide partijen opnieuw een zware klap krijgen.","Mocht één van de grote planetoïden onze aarde treffen, dan zou deze in stukken vliegen.",twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans180504040204lingtopic
De constituent,18.5.4.4.ii.d,Mogen,"Zou één van de grote planetoïden onze aarde treffen, dan zou deze in stukken vliegen.","Mocht hij in het vervolg zijn werk correct uitvoeren, dan wordt hij niet ontslagen.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans180504040204lingtopic
De constituent,18.5.4.4.ii.d,Mogen,"Mits hij in het vervolg zijn werk correct uitvoert, wordt hij niet ontslagen.","Je mag naar de wintersport, mocht je geen onvoldoendes op je rapport hebben.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans180504040204lingtopic
De constituent,18.5.4.4.iii.b,Moeten,"Kan ik hier mijn koffer laten staan, alstublieft?",Ik moet geen koffie.informeel'Ik lust geen koffie',informeel,https://e-ans.ivdnt.org/topics/pid/ans180504040302lingtopic
De constituent,18.5.4.4.iii.c,Moeten en hoeven in zinnen met een 'negatief element',"Twee boterhammen is de grootste hoeveelheid die je per maaltijd moet eten. (= Je moet niet meer dan twee boterhammen per maaltijd eten) (+nz, -wk) ('Het is beter dat je niet méér eet')",Hoef ik naar hem te luisteren?,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans180504040303lingtopic
De constituent,18.5.4.4.iii.c,Moeten en hoeven in zinnen met een 'negatief element',"Moet je zo langzamerhand niet eens naar huis gaan?(+nz, +wk) ('Ik denk: het is nodig dat je naar huis gaat')",Hoef je zo langzamerhand niet eens naar huis te gaan?,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans180504040303lingtopic
De constituent,18.5.4.5,"De hulpwerkwoorden van modaliteit blijken , lijken , schijnen , heten , dunken , voorkomen , toeschijnen",Die glazen hadden niet zo vol gehoeven.,Ze dunkt me goed haar best te doen.,formeel,https://e-ans.ivdnt.org/topics/pid/ans18050405lingtopic
De constituent,18.5.4.5,"De hulpwerkwoorden van modaliteit blijken , lijken , schijnen , heten , dunken , voorkomen , toeschijnen",Die glazen hadden niet zo vol gehoeven.,Ze dunkt goed haar best te doen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050405lingtopic
De constituent,18.5.4.5,"De hulpwerkwoorden van modaliteit blijken , lijken , schijnen , heten , dunken , voorkomen , toeschijnen",Ik hoor net dat hij aan een bijzonder proefschrift blijkt/schijnt te werken.,Ik hoor net dat hij blijkt/schijnt aan een bijzonder proefschrift te werken.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050405lingtopic
De constituent,18.5.4.5,"De hulpwerkwoorden van modaliteit blijken , lijken , schijnen , heten , dunken , voorkomen , toeschijnen",NA,Ik gaf al eerder aan dat deze kwestie me bijzonder moeilijk voorkomt te zijn.,formeel,https://e-ans.ivdnt.org/topics/pid/ans18050405lingtopic
De constituent,18.5.4.5,"De hulpwerkwoorden van modaliteit blijken , lijken , schijnen , heten , dunken , voorkomen , toeschijnen",NA,Ik gaf al eerder aan dat deze kwestie me voorkomt bijzonder moeilijk te zijn.,formeel,https://e-ans.ivdnt.org/topics/pid/ans18050405lingtopic
De constituent,18.5.4.5,"De hulpwerkwoorden van modaliteit blijken , lijken , schijnen , heten , dunken , voorkomen , toeschijnen",Herman scheen niet in zijn sas.,Het nuttigste cadeau dunkt me die nieuwe schooltas te zijn.,formeel,https://e-ans.ivdnt.org/topics/pid/ans18050405lingtopic
De constituent,18.5.4.5,"De hulpwerkwoorden van modaliteit blijken , lijken , schijnen , heten , dunken , voorkomen , toeschijnen",Herman scheen niet in zijn sas.,Het nuttigste cadeau dunkt me die nieuwe schooltas.,formeel,https://e-ans.ivdnt.org/topics/pid/ans18050405lingtopic
De constituent,18.5.4.5,"De hulpwerkwoorden van modaliteit blijken , lijken , schijnen , heten , dunken , voorkomen , toeschijnen",NA,Deze kwestie komt me voor bijzonder moeilijk te zijn.,formeel,https://e-ans.ivdnt.org/topics/pid/ans18050405lingtopic
De constituent,18.5.4.6,"(Be)horen , dienen",De korporaal had zijn commandant dienen te waarschuwen.,De korporaal had dienen zijn commandant te waarschuwen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050406lingtopic
De constituent,18.5.4.6,"(Be)horen , dienen",Ik vind dat hij zijn familie had horen te steunen.,Ik vind dat hij had horen zijn familie te steunen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050406lingtopic
De constituent,18.5.4.7,Durven,Dat komt omdat ze hem niet de waarheid durfde te zeggen.,Dat komt omdat ze niet durfde hem de waarheid te zeggen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050407lingtopic
De constituent,18.5.4.7,Durven,Ze durven het niet te zeggen.,Ze durven het niet zeggen.,regionaal,https://e-ans.ivdnt.org/topics/pid/ans18050407lingtopic
De constituent,18.5.4.7,Durven,Ze hebben het niet durven zeggen.,Ze schijnen het niet te durven te zeggen.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans18050407lingtopic
De constituent,18.5.4.8,"Zien , horen , voelen , (ruiken)",Ik zei dat ik Els een liedje hoorde zingen.,Ik zei dat ik hoorde Els een liedje zingen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050408lingtopic
De constituent,18.5.4.8,"Zien , horen , voelen , (ruiken)",Els zingt.,Een liedje zingt.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050408lingtopic
De constituent,18.5.4.8,"Zien , horen , voelen , (ruiken)",Ik voel dat je ongelijk hebt.,Ik hoorde de uitnodiging te laat komen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050408lingtopic
De constituent,18.5.4.10.i,Doen/laten (causatief),Ik vind het niet aardig dat je die oude man hebt doen/laten schrikken.,Ik vind het niet aardig dat je hebt doen/laten die oude man schrikken.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805041001lingtopic
De constituent,18.5.4.10.i,Doen/laten (causatief),We proberen iedereen op gepaste wijze te laten profiteren.,We trachten eenieder recht te doen wedervaren.,formeel,https://e-ans.ivdnt.org/topics/pid/ans1805041001lingtopic
De constituent,18.5.4.10.i,Doen/laten (causatief),Hij liet ons voelen dat hij de baas was.,Hij deed ons zijn macht gevoelen.,formeel,https://e-ans.ivdnt.org/topics/pid/ans1805041001lingtopic
De constituent,18.5.4.10.i,Doen/laten (causatief),Marja heeft laten weten dat ze vanavond niet kan komen.,De minister heeft de kamer doen weten dat er maatregelen genomen zullen worden.,formeel,https://e-ans.ivdnt.org/topics/pid/ans1805041001lingtopic
De constituent,18.5.4.10.i,Doen/laten (causatief),We denken erover een nieuw huis te laten bouwen.,We denken erover een nieuw huis te doen bouwen.,regionaal,https://e-ans.ivdnt.org/topics/pid/ans1805041001lingtopic
De constituent,18.5.4.10.i,Doen/laten (causatief),NA,Hij zei dat hij nog van zich zou doen horen. (bijv. door een belangrijke publikatie)formeel,formeel,https://e-ans.ivdnt.org/topics/pid/ans1805041001lingtopic
De constituent,18.5.4.10.i,Doen/laten (causatief),Hij zei dat hij nog van zich zou laten horen. (bijv. door eens op te bellen),Hij deed hem verstaan dat hij zulk gedrag niet op prijs stelde. ('hij bracht hem aan het verstand')formeel,formeel,https://e-ans.ivdnt.org/topics/pid/ans1805041001lingtopic
De constituent,18.5.4.11.i,Vinden met een infinitief zonder te,Ik zei dat ze hem op de grond vonden liggen.,Ik zei dat ze vonden hem op de grond liggen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805041101lingtopic
De constituent,18.5.4.11.i,Vinden met een infinitief zonder te,NA,Ik vind Els zingen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805041101lingtopic
De constituent,18.5.4.11.ii,Vinden/achten met een infinitief met te,Ik zeg dat ik zijn houding te prijzen vind.,Ik zeg dat ik vind zijn houding te prijzen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805041102lingtopic
De constituent,18.5.4.11.ii,Vinden/achten met een infinitief met te,Ik heb zijn houding altijd te prijzen gevonden.,Ik heb zijn houding altijd vinden te prijzen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805041102lingtopic
De constituent,18.5.4.12.i,Weten ('in staat zijn'),Ik vind dat die hoogleraar zijn medewerkers uitstekend weet te kiezen.,Ik vind dat die hoogleraar weet zijn medewerkers uitstekend te kiezen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805041201lingtopic
De constituent,18.5.4.13,"Helpen , leren","De onderwijzer moet de kinderen leren lezen, schrijven en rekenen.","De onderwijzer moet de kinderen leren te lezen, te schrijven en te rekenen.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050413lingtopic
De constituent,18.5.4.13,"Helpen , leren","De kinderen leren van de onderwijzer lezen, schrijven en rekenen.","De kinderen leren van de onderwijzer te lezen, te schrijven en te rekenen.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050413lingtopic
De constituent,18.5.4.13,"Helpen , leren","De onderwijzer heeft de kinderen leren lezen, schrijven en rekenen.","De onderwijzer heeft de kinderen geleerd te lezen, te schrijven en te rekenen.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050413lingtopic
De constituent,18.5.4.13,"Helpen , leren",Die sportleraar heeft me leren roeien.,Die sportleraar heeft me geleerd te roeien.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050413lingtopic
De constituent,18.5.4.13,"Helpen , leren",Je moet die machine eerst beter leren kennen.,Je moet eerst leren die machine beter te kennen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050413lingtopic
De constituent,18.5.4.14.i,Hebben/krijgen met een infinitief zonder te,Ik zag dat hij zijn been op de stoel had liggen.,Ik zag dat hij had zijn been op de stoel liggen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805041401lingtopic
De constituent,18.5.4.14.i,Hebben/krijgen met een infinitief zonder te,Ik zag dat hij zijn been op de stoel had liggen.,Ik zag dat hij zijn been had op de stoel liggen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805041401lingtopic
De constituent,18.5.4.14.ii,Hebben/krijgen met een infinitief met te,Ik zei toch al dat jij niks te vertellen hebt.,Ik zei toch al dat jij hebt niks te vertellen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805041402lingtopic
De constituent,18.5.4.14.ii,Hebben/krijgen met een infinitief met te,Ik weet dat hij veel te doen heeft.,Ik weet dat hij veel heeft te doen.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans1805041402lingtopic
De constituent,18.5.4.14.ii,Hebben/krijgen met een infinitief met te,Het is bekend dat een groot deel van de wereldbevolking niet genoeg te eten heeft.,Het is bekend dat een groot deel van de wereldbevolking niet genoeg heeft te eten.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805041402lingtopic
De constituent,18.5.4.14.ii,Hebben/krijgen met een infinitief met te,Ik zie dat hij niets meer te drinken/roken heeft.,Ik zie dat hij niets meer heeft te drinken/roken.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans1805041402lingtopic
De constituent,18.5.4.14.ii,Hebben/krijgen met een infinitief met te,Ik wou dat we eens wat te eten of te drinken kregen.,Ik wou dat we eens wat kregen te eten of te drinken.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805041402lingtopic
De constituent,18.5.4.14.ii,Hebben/krijgen met een infinitief met te,Het duurde lang voor ik hem uiteindelijk te zien kreeg.,Het duurde lang voor ik hem uiteindelijk kreeg te zien.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans1805041402lingtopic
De constituent,18.5.4.14.ii,Hebben/krijgen met een infinitief met te,Ik vind dat hij in mijn kantoor niets te maken heeft.,Ik vind dat hij in mijn kantoor niets heeft te maken.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans1805041402lingtopic
De constituent,18.5.4.14.ii,Hebben/krijgen met een infinitief met te,Ik denk dat de meubels hier veel te verduren hebben.,Ik denk dat de meubels hier veel hebben te verduren.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans1805041402lingtopic
De constituent,18.5.4.15.i,Zijn met een infinitief zonder te,Moeder is uit vissen.,Hij is studeren.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans1805041501lingtopic
De constituent,18.5.4.15.ii,Zijn met een infinitief met te,Hier staat dat die ster met het blote oog te onderscheiden is.,Hier staat dat die ster is met het blote oog te onderscheiden.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1805041502lingtopic
De constituent,18.5.4.17,"Pogen , proberen , trachten , zien , zoeken",Ik zei tegen hem dat hij zelf maar moest zien de deur open te krijgen.,Hij zag de deur open te krijgen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050417lingtopic
De constituent,18.5.4.17,"Pogen , proberen , trachten , zien , zoeken",Hij heeft eerst de deur zien open te krijgen.,Hij heeft eerst gezien de deur open te krijgen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050417lingtopic
De constituent,18.5.4.17,"Pogen , proberen , trachten , zien , zoeken",In de oude kroniek staat beschreven hoe de kluizenaar aan de bekoringen zocht te ontsnappen.,In de oude kroniek staat beschreven hoe de kluizenaar zocht aan de bekoringen te ontsnappen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050417lingtopic
De constituent,18.5.4.17,"Pogen , proberen , trachten , zien , zoeken",Je moet maar eens proberen/zien of je de deur open kunt krijgen.,Je moet maar eens pogen/trachten/zoeken of je de deur open kunt krijgen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050417lingtopic
De constituent,18.5.4.18,"Besluiten , beweren , denken , eisen , geloven , hopen , verlangen , vermogen , verzuimen , vrezen , zeggen",NA,In dat geval kan niet bepaald worden of het desbetreffende suffix het hoofdaccent naar zich toe vermag te trekken.,formeel,https://e-ans.ivdnt.org/topics/pid/ans18050418lingtopic
De constituent,18.5.4.18,"Besluiten , beweren , denken , eisen , geloven , hopen , verlangen , vermogen , verzuimen , vrezen , zeggen",NA,In dat geval kan niet bepaald worden of het desbetreffende suffix vermag het hoofdaccent naar zich toe te trekken.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050418lingtopic
De constituent,18.5.4.18,"Besluiten , beweren , denken , eisen , geloven , hopen , verlangen , vermogen , verzuimen , vrezen , zeggen",NA,"Omdat niemand de relevantie hiervan heeft vermogen in te zien, laat ik dit verder buiten beschouwing.",formeel,https://e-ans.ivdnt.org/topics/pid/ans18050418lingtopic
De constituent,18.5.4.18,"Besluiten , beweren , denken , eisen , geloven , hopen , verlangen , vermogen , verzuimen , vrezen , zeggen",NA,"Omdat niemand heeft vermocht de relevantie hiervan in te zien, laat ik dit verder buiten beschouwing.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050418lingtopic
De constituent,18.5.4.18,"Besluiten , beweren , denken , eisen , geloven , hopen , verlangen , vermogen , verzuimen , vrezen , zeggen",Hij dacht dat ik verzuimd had de olie te verversen.,Hij dacht dat ik de olie had verzuimen te verversen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050418lingtopic
De constituent,18.5.4.19,"Beloven , dreigen",Haar moeder zegt dat ze een goede verpleegster belooft te worden.,Haar moeder zegt dat ze belooft een goede verpleegster te worden.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050419lingtopic
De constituent,18.5.4.19,"Beloven , dreigen",De politie maakte uit zijn gedrag op dat hij de gijzelaar dreigde neer te schieten.,De politie maakte uit zijn gedrag op dat hij dreigde de gijzelaar neer te schieten.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050419lingtopic
De constituent,18.5.4.19,"Beloven , dreigen",NA,Ik weet nog dat ze haar moeder een goede verpleegster beloofde te worden.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050419lingtopic
De constituent,18.5.4.19,"Beloven , dreigen",Ik weet nog dat ze haar moeder beloofde een goede verpleegster te worden.,De politie hoorde hoe hij de gijzelaar dreigde neer te schieten.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050419lingtopic
De constituent,18.5.4.19,"Beloven , dreigen","Ik heb hem nog een kans gegeven, omdat hij beloofd had het geld aan te zuiveren. (niet-groepsvormend)","Ik heb hem nog een kans gegeven, omdat hij het geld had beloven aan te zuiveren.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050419lingtopic
De constituent,18.5.4.20,Beginnen,Ik hoor dat Jan al begonnen is zijn viool te stemmen.niet-groepsvormend,Ik moet eens beginnen werken.,regionaal,https://e-ans.ivdnt.org/topics/pid/ans18050420lingtopic
De constituent,18.5.4.20,Beginnen,Ik hoor dat Jan al begonnen is zijn viool te stemmen.niet-groepsvormend,Ik ben vandaag beginnen werken.,regionaal,https://e-ans.ivdnt.org/topics/pid/ans18050420lingtopic
De constituent,18.5.4.20,Beginnen,Ik hoor dat Jan al begonnen is zijn viool te stemmen.niet-groepsvormend,Ik hoop dat ze eens beginnen werken.,regionaal,https://e-ans.ivdnt.org/topics/pid/ans18050420lingtopic
De constituent,18.5.4.21,Plegen,NA,Het is bekend dat de vorst zich op ongedwongen wijze met het gewone volk placht te onderhouden.,formeel,https://e-ans.ivdnt.org/topics/pid/ans18050421lingtopic
De constituent,18.5.4.21,Plegen,NA,Het is bekend dat de vorst placht zich op ongedwongen wijze met het gewone volk te onderhouden.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050421lingtopic
De constituent,18.5.4.22,Geven,Hij was uit zijn humeur omdat ze hem niets te drinken gaven.,Hij was uit zijn humeur omdat ze gaven hem niets te drinken.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050422lingtopic
De constituent,18.5.4.23,"Hangen (overgankelijk), leggen , zetten",Ik geloof dat ik de was maar in de badkamer te drogen hang.,Ik geloof dat ik hang de was maar in de badkamer te drogen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050423lingtopic
De constituent,18.5.4.23,"Hangen (overgankelijk), leggen , zetten",Ik denk dat ze de was in de badkamer te drogen hangt.,Ik denk dat ze de was in de badkamer hangt te drogen.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans18050423lingtopic
De constituent,18.5.4.23,"Hangen (overgankelijk), leggen , zetten",NA,Ik heb de was in de badkamer hangen te drogen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050423lingtopic
De constituent,18.5.4.23,"Hangen (overgankelijk), leggen , zetten",NA,Ik heb de was in de badkamer te drogen hangen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050423lingtopic
De constituent,18.5.4.23,"Hangen (overgankelijk), leggen , zetten",Ik heb de was in de badkamer te drogen gehangen.,Ik heb de was in de badkamer gehangen te drogen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050423lingtopic
